Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes
barr,2013,16-Jul-13,brw2,b10,100,0,0,100,pherzog,NA
barr,2013,16-Jul-13,brw2,b12,100,0,0,100,pherzog,NA
barr,2013,16-Jul-13,brw2,b2,100,0,0,100,pherzog,NA
barr,2013,16-Jul-13,brw2,b4,100,0,0,100,pherzog,NA
barr,2013,16-Jul-13,brw2,b6,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,b8,100,0,0,100,pherzog,NA
barr,2013,16-Jul-13,brw2,d10,90,10,10,100,pherzog,NA
barr,2013,16-Jul-13,brw2,d12,90,10,10,100,pherzog,NA
barr,2013,16-Jul-13,brw2,d2,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,d4,85,15,15,100,pherzog,NA
barr,2013,16-Jul-13,brw2,d6,85,15,15,100,pherzog,NA
barr,2013,16-Jul-13,brw2,d8,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,f10,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,f12,100,0,0,100,pherzog,NA
barr,2013,16-Jul-13,brw2,f2,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,f4,100,0,0,100,pherzog,NA
barr,2013,16-Jul-13,brw2,f6,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,f8,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,h10,100,0,0,100,pherzog,NA
barr,2013,16-Jul-13,brw2,h12,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,h2,80,20,20,100,pherzog,NA
barr,2013,16-Jul-13,brw2,h4,75,25,25,100,pherzog,NA
barr,2013,16-Jul-13,brw2,h6,85,15,15,100,pherzog,NA
barr,2013,16-Jul-13,brw2,h8,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,j10,100,0,0,100,pherzog,NA
barr,2013,16-Jul-13,brw2,j12,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,j2,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,j4,90,10,10,100,pherzog,NA
barr,2013,16-Jul-13,brw2,j6,100,0,0,100,pherzog,NA
barr,2013,16-Jul-13,brw2,j8,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,l10,75,25,25,100,pherzog,NA
barr,2013,16-Jul-13,brw2,l12,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,l2,90,10,10,100,pherzog,NA
barr,2013,16-Jul-13,brw2,l4,95,5,5,100,pherzog,NA
barr,2013,16-Jul-13,brw2,l6,90,10,10,100,pherzog,NA
barr,2013,16-Jul-13,brw2,l8,100,0,0,100,pherzog,NA
cakr,2011,7-Jun-11,camp,camprsc1,99,1,1,100,rgates,NA
cakr,2011,7-Jun-11,camp,camprsc2,90,10,10,100,rgates,NA
cakr,2011,7-Jun-11,camp,camprsc3,100,0,0,100,rgates,NA
cakr,2011,7-Jun-11,camp,camprsc4,55,45,45,100,rgates,NA
cakr,2011,7-Jun-11,nepe,nepersc1,100,0,0,100,rgates,NA
cakr,2011,7-Jun-11,nepe,nepersc2,80,20,20,100,rgates,NA
cakr,2011,7-Jun-11,nepe,nepersc3,100,0,0,100,rgates,NA
cakr,2011,7-Jun-11,nepe,nepersc4,95,5,5,100,rgates,NA
cakr,2011,7-Jun-11,sepe,sepersc1,85,15,15,100,rgates,NA
cakr,2011,7-Jun-11,sepe,sepersc2,100,0,0,100,rgates,NA
cakr,2011,7-Jun-11,sepe,sepersc3,100,0,0,100,rgates,NA
cakr,2011,7-Jun-11,sepe,sepersc4,100,0,0,100,rgates,NA
cakr,2011,14-Jun-11,camp,camprsc1,95,5,5,100,rgates,NA
cakr,2011,14-Jun-11,camp,camprsc2,95,5,5,100,rgates,NA
cakr,2011,14-Jun-11,camp,camprsc3,100,0,0,100,rgates,NA
cakr,2011,14-Jun-11,camp,camprsc4,55,45,45,100,rgates,NA
cakr,2011,14-Jun-11,nepe,nepersc1,100,0,0,100,rgates,NA
cakr,2011,14-Jun-11,nepe,nepersc2,80,20,20,100,rgates,NA
cakr,2011,14-Jun-11,nepe,nepersc3,100,0,0,100,rgates,NA
cakr,2011,14-Jun-11,nepe,nepersc4,95,5,5,100,rgates,NA
cakr,2011,14-Jun-11,sepe,sepersc1,85,15,15,100,rgates,NA
cakr,2011,14-Jun-11,sepe,sepersc2,100,0,0,100,rgates,NA
cakr,2011,14-Jun-11,sepe,sepersc3,100,0,0,100,rgates,NA
cakr,2011,14-Jun-11,sepe,sepersc4,100,0,0,100,rgates,NA
cakr,2011,20-Jun-11,camp,camprsc1,95,5,5,100,rgates,NA
cakr,2011,20-Jun-11,camp,camprsc2,95,5,5,100,rgates,NA
cakr,2011,20-Jun-11,camp,camprsc3,100,0,0,100,rgates,NA
cakr,2011,20-Jun-11,camp,camprsc4,60,40,40,100,rgates,NA
cakr,2011,20-Jun-11,nepe,nepersc1,100,0,0,100,rgates,NA
cakr,2011,20-Jun-11,nepe,nepersc2,80,20,20,100,rgates,NA
cakr,2011,20-Jun-11,nepe,nepersc3,100,0,0,100,rgates,NA
cakr,2011,20-Jun-11,nepe,nepersc4,99,1,1,100,rgates,NA
cakr,2011,20-Jun-11,sepe,sepersc1,90,10,10,100,rgates,NA
cakr,2011,20-Jun-11,sepe,sepersc2,100,0,0,100,rgates,NA
cakr,2011,20-Jun-11,sepe,sepersc3,100,0,0,100,rgates,NA
cakr,2011,20-Jun-11,sepe,sepersc4,100,0,0,100,rgates,NA
cakr,2012,20-May-12,camp,camp rsc1,60,15,15,100,rgates,NA
cakr,2012,20-May-12,camp,camp rsc2,45,20,20,100,rgates,NA
cakr,2012,20-May-12,camp,camp rsc3,65,0,0,100,rgates,NA
cakr,2012,20-May-12,camp,camp rsc4,55,0,0,100,rgates,NA
cakr,2012,20-May-12,nepe,nepe rsc1,75,10,10,100,rgates,NA
cakr,2012,20-May-12,nepe,nepe rsc2,45,35,35,100,rgates,NA
cakr,2012,20-May-12,nepe,nepe rsc3,85,10,10,100,rgates,NA
cakr,2012,20-May-12,nepe,nepe rsc4,40,25,25,100,rgates,NA
cakr,2012,20-May-12,sepe,sepe rsc1,50,10,10,100,rgates,NA
cakr,2012,20-May-12,sepe,sepe rsc2,65,20,20,100,rgates,NA
cakr,2012,20-May-12,sepe,sepe rsc3,60,10,10,100,rgates,NA
cakr,2012,20-May-12,sepe,sepe rsc4,80,10,10,100,rgates,NA
cakr,2012,22-May-12,camp,camp rsc1,75,10,10,100,rgates,NA
cakr,2012,22-May-12,camp,camp rsc2,80,15,15,100,rgates,NA
cakr,2012,22-May-12,camp,camp rsc3,75,0,0,100,rgates,NA
cakr,2012,22-May-12,camp,camp rsc4,50,10,10,100,rgates,NA
cakr,2012,22-May-12,nepe,nepe rsc1,80,20,20,100,rgates,NA
cakr,2012,22-May-12,nepe,nepe rsc2,55,35,35,100,rgates,NA
cakr,2012,22-May-12,nepe,nepe rsc3,85,5,5,100,rgates,NA
cakr,2012,22-May-12,nepe,nepe rsc4,60,20,20,100,rgates,NA
cakr,2012,22-May-12,sepe,sepe rsc1,80,0,0,100,rgates,NA
cakr,2012,22-May-12,sepe,sepe rsc2,85,10,10,100,rgates,NA
cakr,2012,22-May-12,sepe,sepe rsc3,90,5,5,100,rgates,NA
cakr,2012,22-May-12,sepe,sepe rsc4,95,5,5,100,rgates,NA
cakr,2012,25-May-12,camp,camp rsc1,85,10,10,100,rgates,NA
cakr,2012,25-May-12,camp,camp rsc2,80,15,15,100,rgates,NA
cakr,2012,25-May-12,camp,camp rsc3,80,10,10,100,rgates,NA
cakr,2012,25-May-12,camp,camp rsc4,45,50,50,100,rgates,NA
cakr,2012,25-May-12,nepe,nepe rsc1,90,10,10,100,rgates,NA
cakr,2012,25-May-12,nepe,nepe rsc2,70,20,20,100,rgates,NA
cakr,2012,25-May-12,nepe,nepe rsc3,100,0,0,100,rgates,NA
cakr,2012,25-May-12,nepe,nepe rsc4,85,10,10,100,rgates,NA
cakr,2012,25-May-12,sepe,sepe rsc1,85,10,10,100,rgates,NA
cakr,2012,25-May-12,sepe,sepe rsc2,100,0,0,100,rgates,NA
cakr,2012,25-May-12,sepe,sepe rsc3,100,0,0,100,rgates,1 photo taken looking towards the plot
cakr,2012,25-May-12,sepe,sepe rsc4,95,5,5,100,rgates,"3 photo taken looking towards front, left and right from here after"
cakr,2012,31-May-12,camp,camp rsc1,90,10,10,100,rgates,NA
cakr,2012,31-May-12,camp,camp rsc2,85,15,15,100,rgates,NA
cakr,2012,31-May-12,camp,camp rsc3,80,20,20,100,rgates,NA
cakr,2012,31-May-12,camp,camp rsc4,60,40,40,100,rgates,NA
cakr,2012,31-May-12,nepe,nepe rsc1,95,5,5,100,rgates,NA
cakr,2012,31-May-12,nepe,nepe rsc2,60,40,40,100,rgates,NA
cakr,2012,31-May-12,nepe,nepe rsc3,100,0,0,100,rgates,NA
cakr,2012,31-May-12,nepe,nepe rsc4,100,0,0,100,rgates,NA
cakr,2012,31-May-12,sepe,sepe rsc1,90,10,10,100,rgates,NA
cakr,2012,31-May-12,sepe,sepe rsc2,100,0,0,100,rgates,NA
cakr,2012,31-May-12,sepe,sepe rsc3,100,0,0,100,rgates,NA
cakr,2012,31-May-12,sepe,sepe rsc4,100,0,0,100,rgates,NA
cakr,2012,8-Jun-12,camp,camp rsc1,95,5,5,100,rgates,NA
cakr,2012,8-Jun-12,camp,camp rsc2,85,15,15,100,rgates,NA
cakr,2012,8-Jun-12,camp,camp rsc3,60,40,40,100,rgates,NA
cakr,2012,8-Jun-12,camp,camp rsc4,90,10,10,100,rgates,NA
cakr,2012,8-Jun-12,nepe,nepe rsc1,95,5,5,100,rgates,NA
cakr,2012,8-Jun-12,nepe,nepe rsc2,85,15,15,100,rgates,NA
cakr,2012,8-Jun-12,nepe,nepe rsc3,100,0,0,100,rgates,NA
cakr,2012,8-Jun-12,nepe,nepe rsc4,100,0,0,100,rgates,NA
cakr,2012,8-Jun-12,sepe,sepe rsc1,90,10,10,100,rgates,NA
cakr,2012,8-Jun-12,sepe,sepe rsc2,100,0,0,100,rgates,NA
cakr,2012,8-Jun-12,sepe,sepe rsc3,100,0,0,100,rgates,NA
cakr,2012,8-Jun-12,sepe,sepe rsc4,100,0,0,100,rgates,NA
cakr,2012,15-Jun-12,camp,camp rsc1,95,5,5,100,rgates,NA
cakr,2012,15-Jun-12,camp,camp rsc2,90,10,10,100,rgates,NA
cakr,2012,15-Jun-12,camp,camp rsc3,90,10,10,100,rgates,NA
cakr,2012,15-Jun-12,camp,camp rsc4,55,45,45,100,rgates,NA
cakr,2012,15-Jun-12,nepe,nepe rsc1,90,10,10,100,rgates,NA
cakr,2012,15-Jun-12,nepe,nepe rsc2,85,15,15,100,rgates,NA
cakr,2012,15-Jun-12,nepe,nepe rsc3,100,0,0,100,rgates,NA
cakr,2012,15-Jun-12,nepe,nepe rsc4,95,5,5,100,rgates,NA
cakr,2012,15-Jun-12,sepe,sepe rsc1,90,10,10,100,rgates,NA
cakr,2012,15-Jun-12,sepe,sepe rsc2,100,0,0,100,rgates,NA
cakr,2012,15-Jun-12,sepe,sepe rsc3,100,0,0,100,rgates,NA
cakr,2012,15-Jun-12,sepe,sepe rsc4,100,0,0,100,rgates,NA
cakr,2012,22-Jun-12,nepe,nepe rsc1,90,10,10,100,rgates,NA
cakr,2012,22-Jun-12,nepe,nepe rsc2,85,15,15,100,rgates,NA
cakr,2012,22-Jun-12,nepe,nepe rsc3,100,0,0,100,rgates,NA
cakr,2012,22-Jun-12,nepe,nepe rsc4,95,5,5,100,rgates,NA
cakr,2012,22-Jun-12,sepe,sepe rsc1,95,5,5,100,rgates,NA
cakr,2012,22-Jun-12,sepe,sepe rsc2,100,0,0,100,rgates,NA
cakr,2012,22-Jun-12,sepe,sepe rsc3,100,0,0,100,rgates,NA
cakr,2012,22-Jun-12,sepe,sepe rsc4,100,0,0,100,rgates,NA
cakr,2012,29-Jun-12,nepe,nepe rsc1,0,0,0,100,rgates,NA
cakr,2012,29-Jun-12,nepe,nepe rsc2,95,5,5,100,rgates,NA
cakr,2012,29-Jun-12,nepe,nepe rsc3,0,0,0,100,rgates,NA
cakr,2012,29-Jun-12,nepe,nepe rsc4,0,0,0,100,rgates,NA
cakr,2012,29-Jun-12,sepe,sepe rsc1,95,5,5,100,rgates,NA
cakr,2012,29-Jun-12,sepe,sepe rsc2,100,0,0,100,rgates,NA
cakr,2012,29-Jun-12,sepe,sepe rsc3,100,0,0,100,rgates,NA
cakr,2012,29-Jun-12,sepe,sepe rsc4,100,0,0,100,rgates,NA
cakr,2013,27-May-13,camp,camp rsc1,75,10,10,100,all,NA
cakr,2013,27-May-13,camp,camp rsc2,70,5,5,100,all,NA
cakr,2013,27-May-13,camp,camp rsc3,40,0,0,100,all,NA
cakr,2013,27-May-13,camp,camp rsc4,5,10,10,100,all,NA
cakr,2013,27-May-13,nepe,nepe rac1,45,10,10,100,all,NA
cakr,2013,27-May-13,nepe,nepe rsc2,15,15,15,100,all,NA
cakr,2013,27-May-13,nepe,nepe rsc3,20,15,15,100,all,NA
cakr,2013,27-May-13,nepe,nepe rsc4,35,5,5,100,all,NA
cakr,2013,27-May-13,sepe,sepe rsc1,20,0,0,100,all,NA
cakr,2013,27-May-13,sepe,sepe rsc3,5,10,10,100,all,NA
cakr,2013,27-May-13,sepe,sepe rsc2,20,5,5,100,all,NA
cakr,2013,27-May-13,sepe,sepe rsc4,60,30,30,100,all,NA
cakr,2013,29-May-13,sepe,sepe rsc1,60,0,0,100,flin,NA
cakr,2013,29-May-13,sepe,sepe rsc2,70,5,5,100,flin,NA
cakr,2013,29-May-13,sepe,sepe rsc3,75,0,0,100,flin,NA
cakr,2013,29-May-13,sepe,sepe rsc4,95,5,5,100,flin,NA
cakr,2013,29-May-13,camp,camp rsc1,85,15,15,100,jkardiak,NA
cakr,2013,29-May-13,camp,camp rsc2,70,25,25,100,jkardiak,NA
cakr,2013,29-May-13,camp,camp rsc3,70,10,10,100,jkardiak,NA
cakr,2013,29-May-13,camp,camp rsc4,10,30,30,100,jkardiak,NA
cakr,2013,29-May-13,nepe,nepe rac1,90,5,5,100,mboldenow,NA
cakr,2013,29-May-13,nepe,nepe rsc2,30,5,5,100,mboldenow,NA
cakr,2013,29-May-13,nepe,nepe rsc3,80,5,5,100,mboldenow,NA
cakr,2013,29-May-13,nepe,nepe rsc4,60,0,0,100,mboldenow,NA
cakr,2013,31-May-13,sepe,sepe rsc1,90,5,5,100,flin,NA
cakr,2013,31-May-13,sepe,sepe rsc2,95,5,5,100,flin,NA
cakr,2013,31-May-13,sepe,sepe rsc3,95,5,5,100,flin,NA
cakr,2013,31-May-13,sepe,sepe rsc4,100,0,0,100,flin,NA
cakr,2013,31-May-13,camp,camp rsc1,95,5,5,100,jkardiak,NA
cakr,2013,31-May-13,camp,camp rsc2,75,25,25,100,jkardiak,NA
cakr,2013,31-May-13,camp,camp rsc3,80,20,20,100,jkardiak,NA
cakr,2013,31-May-13,camp,camp rsc4,55,45,45,100,jkardiak,NA
cakr,2013,31-May-13,nepe,nepe rac1,90,10,10,100,mboldenow,NA
cakr,2013,31-May-13,nepe,nepe rsc2,55,35,35,100,mboldenow,NA
cakr,2013,31-May-13,nepe,nepe rsc3,90,10,10,100,mboldenow,NA
cakr,2013,31-May-13,nepe,nepe rsc4,85,15,15,100,mboldenow,NA
cakr,2013,2-Jun-13,nepe,nepe rac1,100,0,0,100,flin,NA
cakr,2013,2-Jun-13,nepe,nepe rsc2,85,15,15,100,flin,NA
cakr,2013,2-Jun-13,nepe,nepe rsc3,100,0,0,100,flin,NA
cakr,2013,2-Jun-13,nepe,nepe rsc4,95,5,5,100,flin,NA
cakr,2013,2-Jun-13,camp,camp rsc1,95,5,5,100,jkardiak,NA
cakr,2013,2-Jun-13,camp,camp rsc2,80,20,20,100,jkardiak,NA
cakr,2013,2-Jun-13,camp,camp rsc3,95,5,5,100,jkardiak,NA
cakr,2013,2-Jun-13,camp,camp rsc4,55,45,45,100,jkardiak,NA
cakr,2013,2-Jun-13,sepe,sepe rsc1,75,25,25,100,rhunnewell,NA
cakr,2013,2-Jun-13,sepe,sepe rsc2,90,10,10,100,rhunnewell,NA
cakr,2013,2-Jun-13,sepe,sepe rsc3,95,5,5,100,rhunnewell,NA
cakr,2013,2-Jun-13,sepe,sepe rsc4,95,5,5,100,rhunnewell,NA
cakr,2013,4-Jun-13,nepe,nepe rac1,100,0,0,100,flin,NA
cakr,2013,4-Jun-13,nepe,nepe rsc2,90,10,10,100,flin,NA
cakr,2013,4-Jun-13,nepe,nepe rsc3,100,0,0,100,flin,NA
cakr,2013,4-Jun-13,nepe,nepe rsc4,95,5,5,100,flin,NA
cakr,2013,4-Jun-13,sepe,sepe rsc1,80,20,20,100,mboldenow,NA
cakr,2013,4-Jun-13,sepe,sepe rsc2,100,0,0,100,mboldenow,NA
cakr,2013,4-Jun-13,sepe,sepe rsc3,100,0,0,100,mboldenow,NA
cakr,2013,4-Jun-13,sepe,sepe rsc4,100,0,0,100,mboldenow,NA
cakr,2013,4-Jun-13,camp,camp rsc1,100,0,0,100,rhunnewell,NA
cakr,2013,4-Jun-13,camp,camp rsc2,85,15,15,100,rhunnewell,NA
cakr,2013,4-Jun-13,camp,camp rsc3,90,10,10,100,rhunnewell,NA
cakr,2013,4-Jun-13,camp,camp rsc4,55,45,45,100,rhunnewell,NA
cakr,2013,8-Jun-13,sepe,sepe rsc1,95,5,5,100,flin,NA
cakr,2013,8-Jun-13,sepe,sepe rsc2,100,0,0,100,flin,NA
cakr,2013,8-Jun-13,sepe,sepe rsc3,100,0,0,100,flin,NA
cakr,2013,8-Jun-13,sepe,sepe rsc4,100,0,0,100,flin,NA
cakr,2013,8-Jun-13,camp,camp rsc1,100,0,0,100,jkardiak,NA
cakr,2013,8-Jun-13,camp,camp rsc2,80,20,20,100,jkardiak,NA
cakr,2013,8-Jun-13,camp,camp rsc3,95,5,5,100,jkardiak,NA
cakr,2013,8-Jun-13,camp,camp rsc4,50,50,50,100,jkardiak,NA
cakr,2013,8-Jun-13,nepe,nepe rac1,100,0,0,100,mboldenow,NA
cakr,2013,8-Jun-13,nepe,nepe rsc2,75,25,25,100,mboldenow,NA
cakr,2013,8-Jun-13,nepe,nepe rsc3,100,0,0,100,mboldenow,NA
cakr,2013,8-Jun-13,nepe,nepe rsc4,95,5,5,100,mboldenow,NA
cakr,2013,11-Jun-13,nepe,nepe rac1,100,0,0,100,flin,NA
cakr,2013,11-Jun-13,nepe,nepe rsc2,90,10,10,100,flin,NA
cakr,2013,11-Jun-13,nepe,nepe rsc3,100,0,0,100,flin,NA
cakr,2013,11-Jun-13,nepe,nepe rsc4,95,5,5,100,flin,NA
cakr,2013,11-Jun-13,camp,camp rsc1,95,5,5,100,jkardiak,NA
cakr,2013,11-Jun-13,camp,camp rsc2,80,20,20,100,jkardiak,NA
cakr,2013,11-Jun-13,camp,camp rsc3,95,5,5,100,jkardiak,NA
cakr,2013,11-Jun-13,camp,camp rsc4,55,45,45,100,jkardiak,NA
cakr,2013,11-Jun-13,sepe,sepe rsc1,85,15,15,100,jkardiak,NA
cakr,2013,11-Jun-13,sepe,sepe rsc2,100,0,0,100,jkardiak,NA
cakr,2013,11-Jun-13,sepe,sepe rsc3,100,0,0,100,jkardiak,NA
cakr,2013,11-Jun-13,sepe,sepe rsc4,100,0,0,100,jkardiak,NA
cakr,2013,19-Jun-13,camp,camp rsc1,100,0,0,100,jkardiak,NA
cakr,2013,19-Jun-13,camp,camp rsc2,15,0,0,85,jkardiak,NA
cakr,2013,19-Jun-13,camp,camp rsc3,95,5,5,100,jkardiak,NA
cakr,2013,19-Jun-13,camp,camp rsc4,55,45,45,100,jkardiak,NA
cakr,2013,19-Jun-13,nepe,nepe rsc4,95,5,5,100,jkardiak,NA
cakr,2013,19-Jun-13,nepe,nepe rac1,70,30,30,100,mboldenow,NA
cakr,2013,19-Jun-13,nepe,nepe rsc2,80,20,20,100,mboldenow,NA
cakr,2013,19-Jun-13,nepe,nepe rsc3,100,0,0,100,mboldenow,NA
cakr,2013,19-Jun-13,nepe,nepe rsc4,90,10,10,100,mboldenow,NA
cakr,2013,19-Jun-13,sepe,sepe rsc1,80,20,20,100,rhunnewell,NA
cakr,2013,19-Jun-13,sepe,sepe rsc2,100,0,0,100,rhunnewell,NA
cakr,2013,19-Jun-13,sepe,sepe rsc3,100,0,0,100,rhunnewell,NA
cakr,2013,19-Jun-13,sepe,sepe rsc4,100,0,0,100,rhunnewell,NA
cakr,2013,2-Jul-13,camp,camp rsc1,95,5,5,100,flin,NA
cakr,2013,2-Jul-13,camp,camp rsc2,95,5,5,100,flin,NA
cakr,2013,2-Jul-13,camp,camp rsc3,100,0,0,100,flin,NA
cakr,2013,2-Jul-13,camp,camp rsc4,70,30,30,100,flin,NA
cakr,2013,2-Jul-13,nepe,nepe rac1,95,5,5,100,jkardiak,NA
cakr,2013,2-Jul-13,nepe,nepe rsc2,60,40,40,100,jkardiak,NA
cakr,2013,2-Jul-13,nepe,nepe rsc3,95,5,5,100,jkardiak,NA
cakr,2013,2-Jul-13,sepe,sepe rsc1,85,15,15,100,mboldenow,NA
cakr,2013,2-Jul-13,sepe,sepe rsc2,100,0,0,100,mboldenow,NA
cakr,2013,2-Jul-13,sepe,sepe rsc3,100,0,0,100,mboldenow,NA
cakr,2013,2-Jul-13,sepe,sepe rsc4,100,0,0,100,mboldenow,NA
cari,2011,6-Jun-11,5b,1,100,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,10,5,40,40,100,bwinn,NA
cari,2011,6-Jun-11,5b,11,30,10,10,100,bwinn,NA
cari,2011,6-Jun-11,5b,12,25,50,50,100,bwinn,NA
cari,2011,6-Jun-11,5b,13,0,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,14,50,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,15,60,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,16,0,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,17,80,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,18,10,45,45,100,bwinn,NA
cari,2011,6-Jun-11,5b,19,15,40,40,100,bwinn,NA
cari,2011,6-Jun-11,5b,2,100,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,20,50,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,21,0,70,70,100,bwinn,NA
cari,2011,6-Jun-11,5b,22,25,30,30,100,bwinn,NA
cari,2011,6-Jun-11,5b,23,70,10,10,100,bwinn,NA
cari,2011,6-Jun-11,5b,24,60,30,30,100,bwinn,NA
cari,2011,6-Jun-11,5b,25,20,30,30,100,bwinn,NA
cari,2011,6-Jun-11,5b,26,50,25,25,100,bwinn,NA
cari,2011,6-Jun-11,5b,27,0,70,70,100,bwinn,NA
cari,2011,6-Jun-11,5b,28,10,60,60,100,bwinn,NA
cari,2011,6-Jun-11,5b,29,15,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,3,100,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,30,10,85,85,100,bwinn,NA
cari,2011,6-Jun-11,5b,31,10,40,40,100,bwinn,NA
cari,2011,6-Jun-11,5b,32,0,90,90,100,bwinn,NA
cari,2011,6-Jun-11,5b,33,0,20,20,100,bwinn,NA
cari,2011,6-Jun-11,5b,34,40,30,30,100,bwinn,NA
cari,2011,6-Jun-11,5b,35,0,10,10,100,bwinn,NA
cari,2011,6-Jun-11,5b,36,5,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,37,0,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,38,5,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,39,30,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,4,90,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,40,0,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,5,75,5,5,100,bwinn,NA
cari,2011,6-Jun-11,5b,6,95,0,0,100,bwinn,NA
cari,2011,6-Jun-11,5b,7,10,70,70,100,bwinn,NA
cari,2011,6-Jun-11,5b,8,75,10,10,100,bwinn,NA
cari,2011,6-Jun-11,5b,9,80,0,0,100,bwinn,NA
cari,2011,6-Jun-11,7a,1,75,20,20,100,ecorp,NA
cari,2011,6-Jun-11,7a,10,60,10,10,100,ecorp,NA
cari,2011,6-Jun-11,7a,11,75,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,12,95,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,13,90,10,10,100,ecorp,NA
cari,2011,6-Jun-11,7a,14,90,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,15,70,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,16,75,25,25,100,ecorp,NA
cari,2011,6-Jun-11,7a,17,60,40,40,100,ecorp,NA
cari,2011,6-Jun-11,7a,18,95,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,19,80,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,2,95,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,20,90,10,10,100,ecorp,NA
cari,2011,6-Jun-11,7a,21,75,20,20,100,ecorp,NA
cari,2011,6-Jun-11,7a,22,60,15,15,100,ecorp,NA
cari,2011,6-Jun-11,7a,23,90,0,0,100,ecorp,NA
cari,2011,6-Jun-11,7a,24,95,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,25,95,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,26,70,10,10,100,ecorp,NA
cari,2011,6-Jun-11,7a,27,60,10,10,100,ecorp,NA
cari,2011,6-Jun-11,7a,28,60,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,29,35,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,3,50,20,20,100,ecorp,NA
cari,2011,6-Jun-11,7a,30,60,0,0,100,ecorp,NA
cari,2011,6-Jun-11,7a,31,80,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,32,60,10,10,100,ecorp,NA
cari,2011,6-Jun-11,7a,33,65,25,25,100,ecorp,NA
cari,2011,6-Jun-11,7a,34,30,0,0,100,ecorp,NA
cari,2011,6-Jun-11,7a,35,15,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,36,20,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,37,50,15,15,100,ecorp,NA
cari,2011,6-Jun-11,7a,38,65,15,15,100,ecorp,NA
cari,2011,6-Jun-11,7a,39,55,35,35,100,ecorp,NA
cari,2011,6-Jun-11,7a,4,85,10,10,100,ecorp,NA
cari,2011,6-Jun-11,7a,40,65,20,20,100,ecorp,NA
cari,2011,6-Jun-11,7a,5,45,25,25,100,ecorp,NA
cari,2011,6-Jun-11,7a,6,5,85,85,100,ecorp,NA
cari,2011,6-Jun-11,7a,7,70,25,25,100,ecorp,NA
cari,2011,6-Jun-11,7a,8,70,5,5,100,ecorp,NA
cari,2011,6-Jun-11,7a,9,65,5,5,100,ecorp,NA
cari,2011,6-Jun-11,3a,1,85,5,5,100,"ohicks, sbrown",NA
cari,2011,6-Jun-11,3a,10,75,10,10,100,"ohicks, sbrown",NA
cari,2011,6-Jun-11,3a,11,85,15,15,100,"ohicks, sbrown",NA
cari,2011,6-Jun-11,3a,12,75,5,5,100,"ohicks, sbrown",NA
cari,2011,6-Jun-11,3a,13,90,10,10,100,"ohicks, sbrown",NA
cari,2011,6-Jun-11,3a,14,90,5,5,100,"ohicks, sbrown",NA
cari,2011,6-Jun-11,3a,15,84,15,15,100,"ohicks, sbrown",NA
cari,2011,6-Jun-11,3a,16,80,10,10,100,"ohicks, sbrown",NA
